previous_state,count,sex,age_group,education,marital_status,previous_state_code,previous_fips
California,0,Female,0-17,Less than High School,Widowed,CA,6
California,898,Female,0-17,High School Grad,Never Married,CA,6
California,0,Female,0-17,High School Grad,Married,CA,6
California,0,Female,0-17,High School Grad,Divorced/Separated,CA,6
California,0,Female,0-17,High School Grad,Widowed,CA,6
California,188,Female,0-17,Some College,Never Married,CA,6
California,0,Female,0-17,Some College,Married,CA,6
California,0,Female,0-17,Some College,Divorced/Separated,CA,6
California,0,Female,0-17,Some College,Widowed,CA,6
California,0,Female,0-17,Bachelor's Degree,Never Married,CA,6
California,0,Female,0-17,Bachelor's Degree,Married,CA,6
California,0,Female,0-17,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Female,0-17,Bachelor's Degree,Widowed,CA,6
California,0,Female,0-17,Graduate Degree,Never Married,CA,6
California,0,Female,0-17,Graduate Degree,Married,CA,6
California,0,Female,0-17,Graduate Degree,Divorced/Separated,CA,6
California,0,Female,0-17,Graduate Degree,Widowed,CA,6
California,2081,Female,18-24,Less than High School,Never Married,CA,6
California,135,Female,18-24,Less than High School,Married,CA,6
California,0,Female,18-24,Less than High School,Divorced/Separated,CA,6
California,0,Female,18-24,Less than High School,Widowed,CA,6
California,13795,Female,18-24,High School Grad,Never Married,CA,6
California,1358,Female,18-24,High School Grad,Married,CA,6
California,19,Female,18-24,High School Grad,Divorced/Separated,CA,6
California,0,Female,18-24,High School Grad,Widowed,CA,6
California,27109,Female,18-24,Some College,Never Married,CA,6
California,4053,Female,18-24,Some College,Married,CA,6
California,31,Female,18-24,Some College,Divorced/Separated,CA,6
California,0,Female,18-24,Some College,Widowed,CA,6
California,12788,Female,18-24,Bachelor's Degree,Never Married,CA,6
California,776,Female,18-24,Bachelor's Degree,Married,CA,6
California,0,Female,18-24,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Female,18-24,Bachelor's Degree,Widowed,CA,6
California,959,Female,18-24,Graduate Degree,Never Married,CA,6
California,193,Female,18-24,Graduate Degree,Married,CA,6
California,0,Female,18-24,Graduate Degree,Divorced/Separated,CA,6
California,0,Female,18-24,Graduate Degree,Widowed,CA,6
California,796,Female,25-34,Less than High School,Never Married,CA,6
California,719,Female,25-34,Less than High School,Married,CA,6
California,76,Female,25-34,Less than High School,Divorced/Separated,CA,6
California,0,Female,25-34,Less than High School,Widowed,CA,6
California,5302,Female,25-34,High School Grad,Never Married,CA,6
California,4763,Female,25-34,High School Grad,Married,CA,6
California,500,Female,25-34,High School Grad,Divorced/Separated,CA,6
California,2,Female,25-34,High School Grad,Widowed,CA,6
California,8468,Female,25-34,Some College,Never Married,CA,6
California,7965,Female,25-34,Some College,Married,CA,6
California,2462,Female,25-34,Some College,Divorced/Separated,CA,6
California,0,Female,25-34,Some College,Widowed,CA,6
California,15513,Female,25-34,Bachelor's Degree,Never Married,CA,6
California,10217,Female,25-34,Bachelor's Degree,Married,CA,6
California,1182,Female,25-34,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Female,25-34,Bachelor's Degree,Widowed,CA,6
California,8074,Female,25-34,Graduate Degree,Never Married,CA,6
California,7778,Female,25-34,Graduate Degree,Married,CA,6
California,342,Female,25-34,Graduate Degree,Divorced/Separated,CA,6
California,0,Female,25-34,Graduate Degree,Widowed,CA,6
California,171,Female,35-44,Less than High School,Never Married,CA,6
California,950,Female,35-44,Less than High School,Married,CA,6
California,0,Female,35-44,Less than High School,Divorced/Separated,CA,6
California,0,Female,35-44,Less than High School,Widowed,CA,6
California,796,Female,35-44,High School Grad,Never Married,CA,6
California,2893,Female,35-44,High School Grad,Married,CA,6
California,899,Female,35-44,High School Grad,Divorced/Separated,CA,6
California,0,Female,35-44,High School Grad,Widowed,CA,6
California,3529,Female,35-44,Some College,Never Married,CA,6
California,6142,Female,35-44,Some College,Married,CA,6
California,2159,Female,35-44,Some College,Divorced/Separated,CA,6
California,224,Female,35-44,Some College,Widowed,CA,6
California,2910,Female,35-44,Bachelor's Degree,Never Married,CA,6
California,10606,Female,35-44,Bachelor's Degree,Married,CA,6
California,1456,Female,35-44,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Female,35-44,Bachelor's Degree,Widowed,CA,6
California,1932,Female,35-44,Graduate Degree,Never Married,CA,6
California,8402,Female,35-44,Graduate Degree,Married,CA,6
California,1123,Female,35-44,Graduate Degree,Divorced/Separated,CA,6
California,0,Female,35-44,Graduate Degree,Widowed,CA,6
California,358,Female,45-54,Less than High School,Never Married,CA,6
California,1369,Female,45-54,Less than High School,Married,CA,6
California,443,Female,45-54,Less than High School,Divorced/Separated,CA,6
California,0,Female,45-54,Less than High School,Widowed,CA,6
California,596,Female,45-54,High School Grad,Never Married,CA,6
California,2889,Female,45-54,High School Grad,Married,CA,6
California,906,Female,45-54,High School Grad,Divorced/Separated,CA,6
California,323,Female,45-54,High School Grad,Widowed,CA,6
California,800,Female,45-54,Some College,Never Married,CA,6
California,3644,Female,45-54,Some College,Married,CA,6
California,1389,Female,45-54,Some College,Divorced/Separated,CA,6
California,81,Female,45-54,Some College,Widowed,CA,6
California,1737,Female,45-54,Bachelor's Degree,Never Married,CA,6
California,4568,Female,45-54,Bachelor's Degree,Married,CA,6
California,1365,Female,45-54,Bachelor's Degree,Divorced/Separated,CA,6
California,230,Female,45-54,Bachelor's Degree,Widowed,CA,6
California,1267,Female,45-54,Graduate Degree,Never Married,CA,6
California,3880,Female,45-54,Graduate Degree,Married,CA,6
California,1531,Female,45-54,Graduate Degree,Divorced/Separated,CA,6
California,0,Female,45-54,Graduate Degree,Widowed,CA,6
California,149,Female,55-64,Less than High School,Never Married,CA,6
California,475,Female,55-64,Less than High School,Married,CA,6
California,714,Female,55-64,Less than High School,Divorced/Separated,CA,6
California,245,Female,55-64,Less than High School,Widowed,CA,6
California,179,Female,55-64,High School Grad,Never Married,CA,6
California,2832,Female,55-64,High School Grad,Married,CA,6
California,1104,Female,55-64,High School Grad,Divorced/Separated,CA,6
California,789,Female,55-64,High School Grad,Widowed,CA,6
California,701,Female,55-64,Some College,Never Married,CA,6
California,5483,Female,55-64,Some College,Married,CA,6
California,3612,Female,55-64,Some College,Divorced/Separated,CA,6
California,749,Female,55-64,Some College,Widowed,CA,6
California,950,Female,55-64,Bachelor's Degree,Never Married,CA,6
California,5516,Female,55-64,Bachelor's Degree,Married,CA,6
California,1405,Female,55-64,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Female,55-64,Bachelor's Degree,Widowed,CA,6
California,665,Female,55-64,Graduate Degree,Never Married,CA,6
California,2253,Female,55-64,Graduate Degree,Married,CA,6
California,1284,Female,55-64,Graduate Degree,Divorced/Separated,CA,6
California,288,Female,55-64,Graduate Degree,Widowed,CA,6
California,30,Female,65+,Less than High School,Never Married,CA,6
California,1237,Female,65+,Less than High School,Married,CA,6
California,1288,Female,65+,Less than High School,Divorced/Separated,CA,6
California,1646,Female,65+,Less than High School,Widowed,CA,6
California,186,Female,65+,High School Grad,Never Married,CA,6
California,2530,Female,65+,High School Grad,Married,CA,6
California,1548,Female,65+,High School Grad,Divorced/Separated,CA,6
California,2852,Female,65+,High School Grad,Widowed,CA,6
California,192,Female,65+,Some College,Never Married,CA,6
California,5047,Female,65+,Some College,Married,CA,6
California,3168,Female,65+,Some College,Divorced/Separated,CA,6
California,3157,Female,65+,Some College,Widowed,CA,6
California,872,Female,65+,Bachelor's Degree,Never Married,CA,6
California,3166,Female,65+,Bachelor's Degree,Married,CA,6
California,2440,Female,65+,Bachelor's Degree,Divorced/Separated,CA,6
California,1692,Female,65+,Bachelor's Degree,Widowed,CA,6
California,263,Female,65+,Graduate Degree,Never Married,CA,6
California,2607,Female,65+,Graduate Degree,Married,CA,6
California,1532,Female,65+,Graduate Degree,Divorced/Separated,CA,6
California,978,Female,65+,Graduate Degree,Widowed,CA,6
California,50721,Male,0-17,Less than High School,Never Married,CA,6
California,0,Male,0-17,Less than High School,Married,CA,6
California,0,Male,0-17,Less than High School,Divorced/Separated,CA,6
California,0,Male,0-17,Less than High School,Widowed,CA,6
California,261,Male,0-17,High School Grad,Never Married,CA,6
California,0,Male,0-17,High School Grad,Married,CA,6
California,0,Male,0-17,High School Grad,Divorced/Separated,CA,6
California,0,Male,0-17,High School Grad,Widowed,CA,6
California,0,Male,0-17,Some College,Never Married,CA,6
California,0,Male,0-17,Some College,Married,CA,6
California,0,Male,0-17,Some College,Divorced/Separated,CA,6
California,0,Male,0-17,Some College,Widowed,CA,6
California,0,Male,0-17,Bachelor's Degree,Never Married,CA,6
California,0,Male,0-17,Bachelor's Degree,Married,CA,6
California,0,Male,0-17,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Male,0-17,Bachelor's Degree,Widowed,CA,6
California,0,Male,0-17,Graduate Degree,Never Married,CA,6
California,0,Male,0-17,Graduate Degree,Married,CA,6
California,0,Male,0-17,Graduate Degree,Divorced/Separated,CA,6
California,0,Male,0-17,Graduate Degree,Widowed,CA,6
California,2422,Male,18-24,Less than High School,Never Married,CA,6
California,0,Male,18-24,Less than High School,Married,CA,6
California,0,Male,18-24,Less than High School,Divorced/Separated,CA,6
California,0,Male,18-24,Less than High School,Widowed,CA,6
California,24179,Male,18-24,High School Grad,Never Married,CA,6
California,1762,Male,18-24,High School Grad,Married,CA,6
California,78,Male,18-24,High School Grad,Divorced/Separated,CA,6
California,241,Male,18-24,High School Grad,Widowed,CA,6
California,29128,Male,18-24,Some College,Never Married,CA,6
California,2736,Male,18-24,Some College,Married,CA,6
California,227,Male,18-24,Some College,Divorced/Separated,CA,6
California,0,Male,18-24,Some College,Widowed,CA,6
California,11439,Male,18-24,Bachelor's Degree,Never Married,CA,6
California,837,Male,18-24,Bachelor's Degree,Married,CA,6
California,310,Male,18-24,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Male,18-24,Bachelor's Degree,Widowed,CA,6
California,1955,Male,18-24,Graduate Degree,Never Married,CA,6
California,55,Male,18-24,Graduate Degree,Married,CA,6
California,0,Male,18-24,Graduate Degree,Divorced/Separated,CA,6
California,0,Male,18-24,Graduate Degree,Widowed,CA,6
California,2152,Male,25-34,Less than High School,Never Married,CA,6
California,835,Male,25-34,Less than High School,Married,CA,6
California,414,Male,25-34,Less than High School,Divorced/Separated,CA,6
California,0,Male,25-34,Less than High School,Widowed,CA,6
California,10137,Male,25-34,High School Grad,Never Married,CA,6
California,5006,Male,25-34,High School Grad,Married,CA,6
California,1106,Male,25-34,High School Grad,Divorced/Separated,CA,6
California,117,Male,25-34,High School Grad,Widowed,CA,6
California,11486,Male,25-34,Some College,Never Married,CA,6
California,7371,Male,25-34,Some College,Married,CA,6
California,395,Male,25-34,Some College,Divorced/Separated,CA,6
California,0,Male,25-34,Some College,Widowed,CA,6
California,20043,Male,25-34,Bachelor's Degree,Never Married,CA,6
California,7565,Male,25-34,Bachelor's Degree,Married,CA,6
California,575,Male,25-34,Bachelor's Degree,Divorced/Separated,CA,6
California,66,Male,25-34,Bachelor's Degree,Widowed,CA,6
California,8594,Male,25-34,Graduate Degree,Never Married,CA,6
California,7438,Male,25-34,Graduate Degree,Married,CA,6
California,683,Male,25-34,Graduate Degree,Divorced/Separated,CA,6
California,0,Male,25-34,Graduate Degree,Widowed,CA,6
California,794,Male,35-44,Less than High School,Never Married,CA,6
California,1112,Male,35-44,Less than High School,Married,CA,6
California,890,Male,35-44,Less than High School,Divorced/Separated,CA,6
California,92,Male,35-44,Less than High School,Widowed,CA,6
California,4567,Male,35-44,High School Grad,Never Married,CA,6
California,4908,Male,35-44,High School Grad,Married,CA,6
California,1619,Male,35-44,High School Grad,Divorced/Separated,CA,6
California,299,Male,35-44,High School Grad,Widowed,CA,6
California,4265,Male,35-44,Some College,Never Married,CA,6
California,7364,Male,35-44,Some College,Married,CA,6
California,807,Male,35-44,Some College,Divorced/Separated,CA,6
California,0,Male,35-44,Some College,Widowed,CA,6
California,4392,Male,35-44,Bachelor's Degree,Never Married,CA,6
California,9864,Male,35-44,Bachelor's Degree,Married,CA,6
California,477,Male,35-44,Bachelor's Degree,Divorced/Separated,CA,6
California,79,Male,35-44,Bachelor's Degree,Widowed,CA,6
California,2945,Male,35-44,Graduate Degree,Never Married,CA,6
California,10136,Male,35-44,Graduate Degree,Married,CA,6
California,2023,Male,35-44,Graduate Degree,Divorced/Separated,CA,6
California,0,Male,35-44,Graduate Degree,Widowed,CA,6
California,807,Male,45-54,Less than High School,Never Married,CA,6
California,916,Male,45-54,Less than High School,Married,CA,6
California,367,Male,45-54,Less than High School,Divorced/Separated,CA,6
California,0,Male,45-54,Less than High School,Widowed,CA,6
California,1627,Male,45-54,High School Grad,Never Married,CA,6
California,4083,Male,45-54,High School Grad,Married,CA,6
California,1437,Male,45-54,High School Grad,Divorced/Separated,CA,6
California,42,Male,45-54,High School Grad,Widowed,CA,6
California,1480,Male,45-54,Some College,Never Married,CA,6
California,4501,Male,45-54,Some College,Married,CA,6
California,1916,Male,45-54,Some College,Divorced/Separated,CA,6
California,78,Male,45-54,Some College,Widowed,CA,6
California,2187,Male,45-54,Bachelor's Degree,Never Married,CA,6
California,4346,Male,45-54,Bachelor's Degree,Married,CA,6
California,1746,Male,45-54,Bachelor's Degree,Divorced/Separated,CA,6
California,0,Male,45-54,Bachelor's Degree,Widowed,CA,6
California,1125,Male,45-54,Graduate Degree,Never Married,CA,6
California,4216,Male,45-54,Graduate Degree,Married,CA,6
California,698,Male,45-54,Graduate Degree,Divorced/Separated,CA,6
California,0,Male,45-54,Graduate Degree,Widowed,CA,6
California,368,Male,55-64,Less than High School,Never Married,CA,6
California,560,Male,55-64,Less than High School,Married,CA,6
California,399,Male,55-64,Less than High School,Divorced/Separated,CA,6
California,99,Male,55-64,Less than High School,Widowed,CA,6
California,719,Male,55-64,High School Grad,Never Married,CA,6
California,3903,Male,55-64,High School Grad,Married,CA,6
California,1744,Male,55-64,High School Grad,Divorced/Separated,CA,6
California,439,Male,55-64,High School Grad,Widowed,CA,6
California,722,Male,55-64,Some College,Never Married,CA,6
California,4305,Male,55-64,Some College,Married,CA,6
California,3330,Male,55-64,Some College,Divorced/Separated,CA,6
California,98,Male,55-64,Some College,Widowed,CA,6
California,960,Male,55-64,Bachelor's Degree,Never Married,CA,6
California,5184,Male,55-64,Bachelor's Degree,Married,CA,6
California,1426,Male,55-64,Bachelor's Degree,Divorced/Separated,CA,6
California,121,Male,55-64,Bachelor's Degree,Widowed,CA,6
California,493,Male,55-64,Graduate Degree,Never Married,CA,6
California,2535,Male,55-64,Graduate Degree,Married,CA,6
California,1418,Male,55-64,Graduate Degree,Divorced/Separated,CA,6
California,112,Male,55-64,Graduate Degree,Widowed,CA,6
California,108,Male,65+,Less than High School,Never Married,CA,6
California,825,Male,65+,Less than High School,Married,CA,6
California,613,Male,65+,Less than High School,Divorced/Separated,CA,6
California,491,Male,65+,Less than High School,Widowed,CA,6
California,423,Male,65+,High School Grad,Never Married,CA,6
California,3136,Male,65+,High School Grad,Married,CA,6
California,2029,Male,65+,High School Grad,Divorced/Separated,CA,6
California,430,Male,65+,High School Grad,Widowed,CA,6
California,1187,Male,65+,Some College,Never Married,CA,6
California,5089,Male,65+,Some College,Married,CA,6
California,1869,Male,65+,Some College,Divorced/Separated,CA,6
California,999,Male,65+,Some College,Widowed,CA,6
California,402,Male,65+,Bachelor's Degree,Never Married,CA,6
California,4893,Male,65+,Bachelor's Degree,Married,CA,6
California,681,Male,65+,Bachelor's Degree,Divorced/Separated,CA,6
California,151,Male,65+,Bachelor's Degree,Widowed,CA,6
California,571,Male,65+,Graduate Degree,Never Married,CA,6
California,4966,Male,65+,Graduate Degree,Married,CA,6
California,475,Male,65+,Graduate Degree,Divorced/Separated,CA,6
California,501,Male,65+,Graduate Degree,Widowed,CA,6
Colorado,18430,Female,0-17,Less than High School,Never Married,CO,8
Colorado,0,Female,0-17,Less than High School,Married,CO,8
Colorado,0,Female,0-17,Less than High School,Divorced/Separated,CO,8
Colorado,291,Female,0-17,Less than High School,Widowed,CO,8
Colorado,106,Female,0-17,High School Grad,Never Married,CO,8
Colorado,0,Female,0-17,High School Grad,Married,CO,8
Colorado,0,Female,0-17,High School Grad,Divorced/Separated,CO,8
Colorado,0,Female,0-17,High School Grad,Widowed,CO,8
Colorado,40,Female,0-17,Some College,Never Married,CO,8
Colorado,0,Female,0-17,Some College,Married,CO,8
Colorado,0,Female,0-17,Some College,Divorced/Separated,CO,8
Colorado,0,Female,0-17,Some College,Widowed,CO,8
Colorado,0,Female,0-17,Bachelor's Degree,Never Married,CO,8
Colorado,0,Female,0-17,Bachelor's Degree,Married,CO,8
Colorado,0,Female,0-17,Bachelor's Degree,Divorced/Separated,CO,8
Colorado,0,Female,0-17,Bachelor's Degree,Widowed,CO,8
Colorado,0,Female,0-17,Graduate Degree,Never Married,CO,8
Colorado,0,Female,0-17,Graduate Degree,Married,CO,8
Colorado,0,Female,0-17,Graduate Degree,Divorced/Separated,CO,8
Colorado,0,Female,0-17,Graduate Degree,Widowed,CO,8
Colorado,247,Female,18-24,Less than High School,Never Married,CO,8
Colorado,402,Female,18-24,Less than High School,Married,CO,8
Colorado,0,Female,18-24,Less than High School,Divorced/Separated,CO,8
Colorado,0,Female,18-24,Less than High School,Widowed,CO,8
Colorado,5381,Female,18-24,High School Grad,Never Married,CO,8
Colorado,786,Female,18-24,High School Grad,Married,CO,8
Colorado,338,Female,18-24,High School Grad,Divorced/Separated,CO,8
Colorado,0,Female,18-24,High School Grad,Widowed,CO,8
Colorado,10094,Female,18-24,Some College,Never Married,CO,8
Colorado,939,Female,18-24,Some College,Married,CO,8
Colorado,0,Female,18-24,Some College,Divorced/Separated,CO,8
Colorado,0,Female,18-24,Some College,Widowed,CO,8
Colorado,4291,Female,18-24,Bachelor's Degree,Never Married,CO,8
Colorado,226,Female,18-24,Bachelor's Degree,Married,CO,8
Colorado,370,Female,18-24,Bachelor's Degree,Divorced/Separated,CO,8
Colorado,0,Female,18-24,Bachelor's Degree,Widowed,CO,8
Colorado,477,Female,18-24,Graduate Degree,Never Married,CO,8
Colorado,0,Female,18-24,Graduate Degree,Married,CO,8
Colorado,0,Female,18-24,Graduate Degree,Divorced/Separated,CO,8
Colorado,0,Female,18-24,Graduate Degree,Widowed,CO,8
Colorado,416,Female,25-34,Less than High School,Never Married,CO,8
Colorado,0,Female,25-34,Less than High School,Married,CO,8
