current_state,count,sex,age_group,education,marital_status,current_state_code,current_fips
Maine,196,All,18-24,High School Grad,Married,ME,23
Maine,0,All,18-24,High School Grad,Divorced/Separated,ME,23
Maine,0,All,18-24,High School Grad,Widowed,ME,23
Maine,3423,All,18-24,Some College,Never Married,ME,23
Maine,365,All,18-24,Some College,Married,ME,23
Maine,0,All,18-24,Some College,Divorced/Separated,ME,23
Maine,0,All,18-24,Some College,Widowed,ME,23
Maine,1796,All,18-24,Bachelor's Degree,Never Married,ME,23
Maine,0,All,18-24,Bachelor's Degree,Married,ME,23
Maine,0,All,18-24,Bachelor's Degree,Divorced/Separated,ME,23
Maine,0,All,18-24,Bachelor's Degree,Widowed,ME,23
Maine,0,All,18-24,Graduate Degree,Never Married,ME,23
Maine,0,All,18-24,Graduate Degree,Married,ME,23
Maine,0,All,18-24,Graduate Degree,Divorced/Separated,ME,23
Maine,0,All,18-24,Graduate Degree,Widowed,ME,23
Maine,0,All,25-34,Less than High School,Never Married,ME,23
Maine,0,All,25-34,Less than High School,Married,ME,23
Maine,0,All,25-34,Less than High School,Divorced/Separated,ME,23
Maine,0,All,25-34,Less than High School,Widowed,ME,23
Maine,551,All,25-34,High School Grad,Never Married,ME,23
Maine,346,All,25-34,High School Grad,Married,ME,23
Maine,0,All,25-34,High School Grad,Divorced/Separated,ME,23
Maine,0,All,25-34,High School Grad,Widowed,ME,23
Maine,754,All,25-34,Some College,Never Married,ME,23
Maine,807,All,25-34,Some College,Married,ME,23
Maine,1031,All,25-34,Some College,Divorced/Separated,ME,23
Maine,0,All,25-34,Some College,Widowed,ME,23
Maine,1721,All,25-34,Bachelor's Degree,Never Married,ME,23
Maine,880,All,25-34,Bachelor's Degree,Married,ME,23
Maine,1053,All,25-34,Bachelor's Degree,Divorced/Separated,ME,23
Maine,0,All,25-34,Bachelor's Degree,Widowed,ME,23
Maine,1419,All,25-34,Graduate Degree,Never Married,ME,23
Maine,550,All,25-34,Graduate Degree,Married,ME,23
Maine,0,All,25-34,Graduate Degree,Divorced/Separated,ME,23
Maine,0,All,25-34,Graduate Degree,Widowed,ME,23
Maine,0,All,35-44,Less than High School,Never Married,ME,23
Maine,83,All,35-44,Less than High School,Married,ME,23
Maine,18,All,35-44,Less than High School,Divorced/Separated,ME,23
Maine,0,All,35-44,Less than High School,Widowed,ME,23
Maine,127,All,35-44,High School Grad,Never Married,ME,23
Maine,402,All,35-44,High School Grad,Married,ME,23
Maine,356,All,35-44,High School Grad,Divorced/Separated,ME,23
Maine,299,All,35-44,High School Grad,Widowed,ME,23
Maine,447,All,35-44,Some College,Never Married,ME,23
Maine,495,All,35-44,Some College,Married,ME,23
Maine,168,All,35-44,Some College,Divorced/Separated,ME,23
Maine,0,All,35-44,Some College,Widowed,ME,23
Maine,12,All,35-44,Bachelor's Degree,Never Married,ME,23
Maine,892,All,35-44,Bachelor's Degree,Married,ME,23
Maine,171,All,35-44,Bachelor's Degree,Divorced/Separated,ME,23
Maine,0,All,35-44,Bachelor's Degree,Widowed,ME,23
Maine,96,All,35-44,Graduate Degree,Never Married,ME,23
Maine,1067,All,35-44,Graduate Degree,Married,ME,23
Maine,0,All,35-44,Graduate Degree,Divorced/Separated,ME,23
Maine,0,All,35-44,Graduate Degree,Widowed,ME,23
Maine,53,All,45-54,Less than High School,Never Married,ME,23
Maine,0,All,45-54,Less than High School,Married,ME,23
Maine,0,All,45-54,Less than High School,Divorced/Separated,ME,23
Maine,0,All,45-54,Less than High School,Widowed,ME,23
Maine,74,All,45-54,High School Grad,Never Married,ME,23
Maine,259,All,45-54,High School Grad,Married,ME,23
Maine,439,All,45-54,High School Grad,Divorced/Separated,ME,23
Maine,0,All,45-54,High School Grad,Widowed,ME,23
Maine,60,All,45-54,Some College,Never Married,ME,23
Maine,206,All,45-54,Some College,Married,ME,23
Maine,62,All,45-54,Some College,Divorced/Separated,ME,23
Maine,0,All,45-54,Some College,Widowed,ME,23
Maine,0,All,45-54,Bachelor's Degree,Never Married,ME,23
Maine,427,All,45-54,Bachelor's Degree,Married,ME,23
Maine,0,All,45-54,Bachelor's Degree,Divorced/Separated,ME,23
Maine,0,All,45-54,Bachelor's Degree,Widowed,ME,23
Maine,0,All,45-54,Graduate Degree,Never Married,ME,23
Maine,782,All,45-54,Graduate Degree,Married,ME,23
Maine,181,All,45-54,Graduate Degree,Divorced/Separated,ME,23
Maine,0,All,45-54,Graduate Degree,Widowed,ME,23
Maine,0,All,55-64,Less than High School,Never Married,ME,23
Maine,0,All,55-64,Less than High School,Married,ME,23
Maine,66,All,55-64,Less than High School,Divorced/Separated,ME,23
Maine,0,All,55-64,Less than High School,Widowed,ME,23
Maine,59,All,55-64,High School Grad,Never Married,ME,23
Maine,222,All,55-64,High School Grad,Married,ME,23
Maine,0,All,55-64,High School Grad,Divorced/Separated,ME,23
Maine,0,All,55-64,High School Grad,Widowed,ME,23
Maine,299,All,55-64,Some College,Never Married,ME,23
Maine,828,All,55-64,Some College,Married,ME,23
Maine,536,All,55-64,Some College,Divorced/Separated,ME,23
Maine,0,All,55-64,Some College,Widowed,ME,23
Maine,86,All,55-64,Bachelor's Degree,Never Married,ME,23
Maine,183,All,55-64,Bachelor's Degree,Married,ME,23
Maine,61,All,55-64,Bachelor's Degree,Divorced/Separated,ME,23
Maine,0,All,55-64,Bachelor's Degree,Widowed,ME,23
Maine,111,All,55-64,Graduate Degree,Never Married,ME,23
Maine,882,All,55-64,Graduate Degree,Married,ME,23
Maine,41,All,55-64,Graduate Degree,Divorced/Separated,ME,23
Maine,0,All,55-64,Graduate Degree,Widowed,ME,23
Maine,0,All,65+,Less than High School,Never Married,ME,23
Maine,0,All,65+,Less than High School,Married,ME,23
Maine,0,All,65+,Less than High School,Divorced/Separated,ME,23
Maine,134,All,65+,Less than High School,Widowed,ME,23
Maine,14,All,65+,High School Grad,Never Married,ME,23
Maine,360,All,65+,High School Grad,Married,ME,23
Maine,204,All,65+,High School Grad,Divorced/Separated,ME,23
Maine,46,All,65+,High School Grad,Widowed,ME,23
Maine,6,All,65+,Some College,Never Married,ME,23
Maine,235,All,65+,Some College,Married,ME,23
Maine,438,All,65+,Some College,Divorced/Separated,ME,23
Maine,282,All,65+,Some College,Widowed,ME,23
Maine,86,All,65+,Bachelor's Degree,Never Married,ME,23
Maine,969,All,65+,Bachelor's Degree,Married,ME,23
Maine,165,All,65+,Bachelor's Degree,Divorced/Separated,ME,23
Maine,183,All,65+,Bachelor's Degree,Widowed,ME,23
Maine,0,All,65+,Graduate Degree,Never Married,ME,23
Maine,1350,All,65+,Graduate Degree,Married,ME,23
Maine,0,All,65+,Graduate Degree,Divorced/Separated,ME,23
Maine,252,All,65+,Graduate Degree,Widowed,ME,23
Maryland,27511,All,0-17,Less than High School,Never Married,MD,24
Maryland,0,All,0-17,Less than High School,Married,MD,24
Maryland,0,All,0-17,Less than High School,Divorced/Separated,MD,24
Maryland,0,All,0-17,Less than High School,Widowed,MD,24
Maryland,0,All,0-17,High School Grad,Never Married,MD,24
Maryland,0,All,0-17,High School Grad,Married,MD,24
Maryland,0,All,0-17,High School Grad,Divorced/Separated,MD,24
Maryland,0,All,0-17,High School Grad,Widowed,MD,24
Maryland,0,All,0-17,Some College,Never Married,MD,24
Maryland,0,All,0-17,Some College,Married,MD,24
Maryland,0,All,0-17,Some College,Divorced/Separated,MD,24
Maryland,0,All,0-17,Some College,Widowed,MD,24
Maryland,0,All,0-17,Bachelor's Degree,Never Married,MD,24
Maryland,0,All,0-17,Bachelor's Degree,Married,MD,24
Maryland,0,All,0-17,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,0,All,0-17,Bachelor's Degree,Widowed,MD,24
Maryland,0,All,0-17,Graduate Degree,Never Married,MD,24
Maryland,0,All,0-17,Graduate Degree,Married,MD,24
Maryland,0,All,0-17,Graduate Degree,Divorced/Separated,MD,24
Maryland,0,All,0-17,Graduate Degree,Widowed,MD,24
Maryland,1111,All,18-24,Less than High School,Never Married,MD,24
Maryland,0,All,18-24,Less than High School,Married,MD,24
Maryland,0,All,18-24,Less than High School,Divorced/Separated,MD,24
Maryland,0,All,18-24,Less than High School,Widowed,MD,24
Maryland,7702,All,18-24,High School Grad,Never Married,MD,24
Maryland,1633,All,18-24,High School Grad,Married,MD,24
Maryland,75,All,18-24,High School Grad,Divorced/Separated,MD,24
Maryland,0,All,18-24,High School Grad,Widowed,MD,24
Maryland,10192,All,18-24,Some College,Never Married,MD,24
Maryland,419,All,18-24,Some College,Married,MD,24
Maryland,172,All,18-24,Some College,Divorced/Separated,MD,24
Maryland,0,All,18-24,Some College,Widowed,MD,24
Maryland,8923,All,18-24,Bachelor's Degree,Never Married,MD,24
Maryland,171,All,18-24,Bachelor's Degree,Married,MD,24
Maryland,0,All,18-24,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,0,All,18-24,Bachelor's Degree,Widowed,MD,24
Maryland,1391,All,18-24,Graduate Degree,Never Married,MD,24
Maryland,0,All,18-24,Graduate Degree,Married,MD,24
Maryland,0,All,18-24,Graduate Degree,Divorced/Separated,MD,24
Maryland,0,All,18-24,Graduate Degree,Widowed,MD,24
Maryland,795,All,25-34,Less than High School,Never Married,MD,24
Maryland,553,All,25-34,Less than High School,Married,MD,24
Maryland,0,All,25-34,Less than High School,Divorced/Separated,MD,24
Maryland,0,All,25-34,Less than High School,Widowed,MD,24
Maryland,2063,All,25-34,High School Grad,Never Married,MD,24
Maryland,1294,All,25-34,High School Grad,Married,MD,24
Maryland,159,All,25-34,High School Grad,Divorced/Separated,MD,24
Maryland,111,All,25-34,High School Grad,Widowed,MD,24
Maryland,5790,All,25-34,Some College,Never Married,MD,24
Maryland,3021,All,25-34,Some College,Married,MD,24
Maryland,150,All,25-34,Some College,Divorced/Separated,MD,24
Maryland,0,All,25-34,Some College,Widowed,MD,24
Maryland,7363,All,25-34,Bachelor's Degree,Never Married,MD,24
Maryland,7054,All,25-34,Bachelor's Degree,Married,MD,24
Maryland,173,All,25-34,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,0,All,25-34,Bachelor's Degree,Widowed,MD,24
Maryland,7800,All,25-34,Graduate Degree,Never Married,MD,24
Maryland,8001,All,25-34,Graduate Degree,Married,MD,24
Maryland,586,All,25-34,Graduate Degree,Divorced/Separated,MD,24
Maryland,98,All,25-34,Graduate Degree,Widowed,MD,24
Maryland,450,All,35-44,Less than High School,Never Married,MD,24
Maryland,199,All,35-44,Less than High School,Married,MD,24
Maryland,0,All,35-44,Less than High School,Divorced/Separated,MD,24
Maryland,0,All,35-44,Less than High School,Widowed,MD,24
Maryland,1795,All,35-44,High School Grad,Never Married,MD,24
Maryland,119,All,35-44,High School Grad,Married,MD,24
Maryland,1043,All,35-44,High School Grad,Divorced/Separated,MD,24
Maryland,0,All,35-44,High School Grad,Widowed,MD,24
Maryland,1327,All,35-44,Some College,Never Married,MD,24
Maryland,1070,All,35-44,Some College,Married,MD,24
Maryland,526,All,35-44,Some College,Divorced/Separated,MD,24
Maryland,118,All,35-44,Some College,Widowed,MD,24
Maryland,1776,All,35-44,Bachelor's Degree,Never Married,MD,24
Maryland,4632,All,35-44,Bachelor's Degree,Married,MD,24
Maryland,457,All,35-44,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,0,All,35-44,Bachelor's Degree,Widowed,MD,24
Maryland,1272,All,35-44,Graduate Degree,Never Married,MD,24
Maryland,5179,All,35-44,Graduate Degree,Married,MD,24
Maryland,1304,All,35-44,Graduate Degree,Divorced/Separated,MD,24
Maryland,0,All,35-44,Graduate Degree,Widowed,MD,24
Maryland,0,All,45-54,Less than High School,Never Married,MD,24
Maryland,123,All,45-54,Less than High School,Married,MD,24
Maryland,0,All,45-54,Less than High School,Divorced/Separated,MD,24
Maryland,0,All,45-54,Less than High School,Widowed,MD,24
Maryland,449,All,45-54,High School Grad,Never Married,MD,24
Maryland,1423,All,45-54,High School Grad,Married,MD,24
Maryland,784,All,45-54,High School Grad,Divorced/Separated,MD,24
Maryland,123,All,45-54,High School Grad,Widowed,MD,24
Maryland,1250,All,45-54,Some College,Never Married,MD,24
Maryland,558,All,45-54,Some College,Married,MD,24
Maryland,726,All,45-54,Some College,Divorced/Separated,MD,24
Maryland,13,All,45-54,Some College,Widowed,MD,24
Maryland,345,All,45-54,Bachelor's Degree,Never Married,MD,24
Maryland,1788,All,45-54,Bachelor's Degree,Married,MD,24
Maryland,280,All,45-54,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,0,All,45-54,Bachelor's Degree,Widowed,MD,24
Maryland,699,All,45-54,Graduate Degree,Never Married,MD,24
Maryland,3639,All,45-54,Graduate Degree,Married,MD,24
Maryland,724,All,45-54,Graduate Degree,Divorced/Separated,MD,24
Maryland,0,All,45-54,Graduate Degree,Widowed,MD,24
Maryland,108,All,55-64,Less than High School,Never Married,MD,24
Maryland,158,All,55-64,Less than High School,Married,MD,24
Maryland,676,All,55-64,Less than High School,Divorced/Separated,MD,24
Maryland,48,All,55-64,Less than High School,Widowed,MD,24
Maryland,447,All,55-64,High School Grad,Never Married,MD,24
Maryland,236,All,55-64,High School Grad,Married,MD,24
Maryland,568,All,55-64,High School Grad,Divorced/Separated,MD,24
Maryland,0,All,55-64,High School Grad,Widowed,MD,24
Maryland,126,All,55-64,Some College,Never Married,MD,24
Maryland,542,All,55-64,Some College,Married,MD,24
Maryland,1806,All,55-64,Some College,Divorced/Separated,MD,24
Maryland,86,All,55-64,Some College,Widowed,MD,24
Maryland,291,All,55-64,Bachelor's Degree,Never Married,MD,24
Maryland,1075,All,55-64,Bachelor's Degree,Married,MD,24
Maryland,626,All,55-64,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,0,All,55-64,Bachelor's Degree,Widowed,MD,24
Maryland,576,All,55-64,Graduate Degree,Never Married,MD,24
Maryland,1477,All,55-64,Graduate Degree,Married,MD,24
Maryland,339,All,55-64,Graduate Degree,Divorced/Separated,MD,24
Maryland,0,All,55-64,Graduate Degree,Widowed,MD,24
Maryland,0,All,65+,Less than High School,Never Married,MD,24
Maryland,99,All,65+,Less than High School,Married,MD,24
Maryland,405,All,65+,Less than High School,Divorced/Separated,MD,24
Maryland,254,All,65+,Less than High School,Widowed,MD,24
Maryland,726,All,65+,High School Grad,Never Married,MD,24
Maryland,1085,All,65+,High School Grad,Married,MD,24
Maryland,194,All,65+,High School Grad,Divorced/Separated,MD,24
Maryland,1438,All,65+,High School Grad,Widowed,MD,24
Maryland,73,All,65+,Some College,Never Married,MD,24
Maryland,1732,All,65+,Some College,Married,MD,24
Maryland,648,All,65+,Some College,Divorced/Separated,MD,24
Maryland,1110,All,65+,Some College,Widowed,MD,24
Maryland,0,All,65+,Bachelor's Degree,Never Married,MD,24
Maryland,1019,All,65+,Bachelor's Degree,Married,MD,24
Maryland,405,All,65+,Bachelor's Degree,Divorced/Separated,MD,24
Maryland,931,All,65+,Bachelor's Degree,Widowed,MD,24
Maryland,118,All,65+,Graduate Degree,Never Married,MD,24
Maryland,1627,All,65+,Graduate Degree,Married,MD,24
Maryland,489,All,65+,Graduate Degree,Divorced/Separated,MD,24
Maryland,958,All,65+,Graduate Degree,Widowed,MD,24
Massachusetts,16364,All,0-17,Less than High School,Never Married,MA,25
Massachusetts,0,All,0-17,Less than High School,Married,MA,25
Massachusetts,0,All,0-17,Less than High School,Divorced/Separated,MA,25
Massachusetts,0,All,0-17,Less than High School,Widowed,MA,25
Massachusetts,944,All,0-17,High School Grad,Never Married,MA,25
Massachusetts,0,All,0-17,High School Grad,Married,MA,25
Massachusetts,0,All,0-17,High School Grad,Divorced/Separated,MA,25
Massachusetts,0,All,0-17,High School Grad,Widowed,MA,25
Massachusetts,146,All,0-17,Some College,Never Married,MA,25
Massachusetts,0,All,0-17,Some College,Married,MA,25
Massachusetts,0,All,0-17,Some College,Divorced/Separated,MA,25
Massachusetts,0,All,0-17,Some College,Widowed,MA,25
Massachusetts,0,All,0-17,Bachelor's Degree,Never Married,MA,25
Massachusetts,0,All,0-17,Bachelor's Degree,Married,MA,25
Massachusetts,0,All,0-17,Bachelor's Degree,Divorced/Separated,MA,25
Massachusetts,0,All,0-17,Bachelor's Degree,Widowed,MA,25
Massachusetts,0,All,0-17,Graduate Degree,Never Married,MA,25
Massachusetts,0,All,0-17,Graduate Degree,Married,MA,25
Massachusetts,0,All,0-17,Graduate Degree,Divorced/Separated,MA,25
Massachusetts,0,All,0-17,Graduate Degree,Widowed,MA,25
Massachusetts,774,All,18-24,Less than High School,Never Married,MA,25
Massachusetts,72,All,18-24,Less than High School,Married,MA,25
Massachusetts,0,All,18-24,Less than High School,Divorced/Separated,MA,25
Massachusetts,0,All,18-24,Less than High School,Widowed,MA,25
Massachusetts,11466,All,18-24,High School Grad,Never Married,MA,25
Massachusetts,0,All,18-24,High School Grad,Married,MA,25
Massachusetts,264,All,18-24,High School Grad,Divorced/Separated,MA,25
Massachusetts,0,All,18-24,High School Grad,Widowed,MA,25
Massachusetts,21307,All,18-24,Some College,Never Married,MA,25
Massachusetts,133,All,18-24,Some College,Married,MA,25
Massachusetts,60,All,18-24,Some College,Divorced/Separated,MA,25
Massachusetts,0,All,18-24,Some College,Widowed,MA,25
Massachusetts,15769,All,18-24,Bachelor's Degree,Never Married,MA,25
Massachusetts,201,All,18-24,Bachelor's Degree,Married,MA,25
Massachusetts,264,All,18-24,Bachelor's Degree,Divorced/Separated,MA,25
Massachusetts,0,All,18-24,Bachelor's Degree,Widowed,MA,25
Massachusetts,2109,All,18-24,Graduate Degree,Never Married,MA,25
Massachusetts,63,All,18-24,Graduate Degree,Married,MA,25
Massachusetts,0,All,18-24,Graduate Degree,Divorced/Separated,MA,25
Massachusetts,0,All,18-24,Graduate Degree,Widowed,MA,25
Massachusetts,131,All,25-34,Less than High School,Never Married,MA,25
Massachusetts,146,All,25-34,Less than High School,Married,MA,25
Massachusetts,31,All,25-34,Less than High School,Divorced/Separated,MA,25
Massachusetts,0,All,25-34,Less than High School,Widowed,MA,25
Massachusetts,1905,All,25-34,High School Grad,Never Married,MA,25
Massachusetts,714,All,25-34,High School Grad,Married,MA,25
Massachusetts,139,All,25-34,High School Grad,Divorced/Separated,MA,25
Massachusetts,0,All,25-34,High School Grad,Widowed,MA,25
Massachusetts,1959,All,25-34,Some College,Never Married,MA,25
Massachusetts,1178,All,25-34,Some College,Married,MA,25
Massachusetts,371,All,25-34,Some College,Divorced/Separated,MA,25
Massachusetts,0,All,25-34,Some College,Widowed,MA,25
Massachusetts,10490,All,25-34,Bachelor's Degree,Never Married,MA,25
Massachusetts,4534,All,25-34,Bachelor's Degree,Married,MA,25
Massachusetts,478,All,25-34,Bachelor's Degree,Divorced/Separated,MA,25
Massachusetts,0,All,25-34,Bachelor's Degree,Widowed,MA,25
Massachusetts,10306,All,25-34,Graduate Degree,Never Married,MA,25
Massachusetts,3299,All,25-34,Graduate Degree,Married,MA,25
Massachusetts,191,All,25-34,Graduate Degree,Divorced/Separated,MA,25
Massachusetts,0,All,25-34,Graduate Degree,Widowed,MA,25
Massachusetts,573,All,35-44,Less than High School,Never Married,MA,25
Massachusetts,0,All,35-44,Less than High School,Married,MA,25
Massachusetts,190,All,35-44,Less than High School,Divorced/Separated,MA,25
Massachusetts,0,All,35-44,Less than High School,Widowed,MA,25
Massachusetts,425,All,35-44,High School Grad,Never Married,MA,25
Massachusetts,633,All,35-44,High School Grad,Married,MA,25
Massachusetts,174,All,35-44,High School Grad,Divorced/Separated,MA,25
Massachusetts,0,All,35-44,High School Grad,Widowed,MA,25
Massachusetts,655,All,35-44,Some College,Never Married,MA,25
Massachusetts,2120,All,35-44,Some College,Married,MA,25
Massachusetts,358,All,35-44,Some College,Divorced/Separated,MA,25
Massachusetts,0,All,35-44,Some College,Widowed,MA,25
Massachusetts,1910,All,35-44,Bachelor's Degree,Never Married,MA,25
Massachusetts,2925,All,35-44,Bachelor's Degree,Married,MA,25
Massachusetts,798,All,35-44,Bachelor's Degree,Divorced/Separated,MA,25
Massachusetts,0,All,35-44,Bachelor's Degree,Widowed,MA,25
Massachusetts,1151,All,35-44,Graduate Degree,Never Married,MA,25
Massachusetts,5332,All,35-44,Graduate Degree,Married,MA,25
Massachusetts,867,All,35-44,Graduate Degree,Divorced/Separated,MA,25
Massachusetts,107,All,35-44,Graduate Degree,Widowed,MA,25
Massachusetts,253,All,45-54,Less than High School,Never Married,MA,25
